"Loại","Ngày","Name / Number","Sender","Nội dung"
"Đã nhận","7 thg 10, 2025 12:25:50","Google","Google","G-050660 là mã xác minh Google của bạn. Đừng chia sẻ với bất kỳ ai."
"Đã nhận","7 thg 10, 2025 10:41:23","MYVIETTELDV","MYVIETTELDV","[QC] Khám phá Hành trình số ngay hôm nay để chinh phục các thử thách của chương trình và săn hàng loạt voucher từ các thương hiệu Grab, Shopee, Golden Gate... Tham gia tại https://viettel.vn/Hanhtrinhso. Chi tiết LH 198 (0đ). Từ chối QC, soạn TC3 gửi 199."
"Đã nhận","4 thg 10, 2025 14:19:27","MYVIETTELDV","MYVIETTELDV","[QC] Gói 5G10MYT: Chỉ 10.000đ có 6GB data và 2GB truy cập YouTube, ưu đãi sử dụng đến 24h ngày đăng ký. Gói cước không gia hạn. Mua gói ngay tại https://myviettel.go.link/91ZnT. Chi tiết LH 198 (0đ). Từ chối QC, soạn TC3 gửi 199."
"Đã nhận","3 thg 10, 2025 08:07:34","191","191","Viettel TB: Gói KS8 đã kết thúc. Để biết các ưu đãi khác, truy cập https://viettel.vn/goidata hoặc bấm gọi *098#. Chi tiết LH 198 (0đ). Trân trọng."
"Đã nhận","2 thg 10, 2025 16:32:26","MYVIETTELDV","MYVIETTELDV","[QC] Gói 5G10MTT: Chỉ 10.000đ có 6GB data và 2GB truy cập TikTok, ưu đãi sử dụng đến 24h ngày đăng ký. Gói cước không gia hạn. Mua gói ngay tại https://myviettel.go.link/3fJae. Chi tiết LH 198 (0đ). Từ chối QC, soạn TC3 gửi 199."
"Đã nhận","2 thg 10, 2025 14:22:39","195","195","Quy khach co 10.008 dong trong tai khoan. Bam goi *098*3# de co 3GB voi 15.000d/3 ngay hoac *098*989# (30.000d/3 ngay) co 15GB (5GB/ngay), mien phi 10 phut/cuoc noi mang, 15 phut ngoai mang, SMS noi mang va TV360. Goi cuoc gia han khi het chu ky. De biet thong tin cac uu dai khac, bam goi *098# hoac truy cap https://vietteltelecom.vn/goidata. Chi tiet LH 198 (0d). Tran trong."
"Đã nhận","2 thg 10, 2025 14:22:28","155","155","Quy khach da duoc thanh toan 10000 VND tu nhan vien 4500540010, Ngay GD: 02/10/2025 14:22:23. Ma GD 251002618252251. LH 18008098 (0d). Tran trong."
"Đã nhận","2 thg 10, 2025 14:22:00","191","191","Quý khách đã đăng ký thành công gói KS8: 8.000đ có 1,2GB sử dụng đến 23:59:59 ngày 02/10/2025. Truy cập https://viettel.vn/kttk để kiểm tra ưu đãi. Soạn HUY KS8 gửi 191 để hủy gói cước. Chi tiết LH 198 (0đ). Trân trọng."
"Đã nhận","30 thg 9, 2025 10:20:51","9778","9778","Tai khoan cua Quy khach sap het, soan UT hoac Y gui 9778 (trong vong 48h) de duoc cong 15.000d, su dung trong 48 gio tu DV Fast Airtime. Tai khoan cong se duoc tru khi Quy khach nap the. Tai khoan cong chua su dung het se bi huy khi het thoi gian su dung (Tai khoan cong chi su dung goi, nhan tin noi mang va ngoai mang). Tu choi nhan tin nhan, soan TC gui 9778. Chi tiet LH 18008098 (mien phi)."
"Đã nhận","30 thg 9, 2025 10:06:41","211","211","Tai khoan cua Quy khach sap het. Soan:
1 gui 211 de cong 60 phut noi mang (794d/p), su dung trong 15 ngay
2 gui 211 de cong 48 phut ngoai mang (1.369d/p), su dung trong 15 ngay
3 gui 211 de cong 100 tin nhan noi mang (230d/tin), su dung trong 15 ngay
4 gui 211 de cong 20 tin nhan ngoai mang (313d/tin), su dung trong 7 ngay
5 gui 211 de cong 3.072 MB data voi gia 23.400d, su dung trong 7 ngay
Chi tiet LH 18008098 (mien phi)."
"Đã nhận","30 thg 9, 2025 10:06:04","195","195","Tai khoan vien thong cua Quy khach hien con duoi 1.000d. Moi Quy khach nap them tien vao tai khoan vien thong hoac goi *911# de duoc cong truoc 20.000d (phi: 3.000d). Neu tai khoan vien thong het tien, cuoc phat sinh tiep theo se duoc tru vao tai khoan Tien di dong (neu co). DAC BIET khuyen mai 50% GIA TRI NAP TIEN vao chu nhat hang tuan tren My Viettel (https://vietteltelecom.vn/naptienkm). LH 18008098 (0d). Tran trong."
"Đã nhận","29 thg 9, 2025 11:57:31","262","262","[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co cuoc goi nho tu TB 0367763642 vao luc 11:52 29/09/2025. De nghe loi nhan thoai, vui long bam goi 106235 (mien phi)."
"Đã nhận","29 thg 9, 2025 09:11:31","211","211","Moi Quy khach soan tin de tham gia cong MB data. Soan
5 gui 211 de cong 3.072 MB data voi gia 23.400d, su dung trong 7 ngay
De cong tai nguyen khac, soan:
1 gui 211 de cong 60 phut noi mang (794d/p), su dung trong 15 ngay
2 gui 211 de cong 48 phut ngoai mang (1.369d/p), su dung trong 15 ngay
3 gui 211 de cong 100 tin nhan noi mang (230d/tin), su dung trong 15 ngay
4 gui 211 de cong 20 tin nhan ngoai mang (313d/tin), su dung trong 7 ngay
Chi tiet LH 18008098 (mien phi)."
"Đã nhận","28 thg 9, 2025 17:37:12","211","211","Tai khoan cua Quy khach sap het. Soan:
1 gui 211 de cong 60 phut noi mang (794d/p), su dung trong 15 ngay
2 gui 211 de cong 48 phut ngoai mang (1.369d/p), su dung trong 15 ngay
3 gui 211 de cong 100 tin nhan noi mang (230d/tin), su dung trong 15 ngay
4 gui 211 de cong 20 tin nhan ngoai mang (313d/tin), su dung trong 7 ngay
5 gui 211 de cong 3.072 MB data voi gia 23.400d, su dung trong 7 ngay
Chi tiet LH 18008098 (mien phi)."
"Đã nhận","28 thg 9, 2025 17:36:02","VIETTELPLUS","VIETTELPLUS","Quy khach la hoi vien Tiem nang chuong trinh Viettel++ chu ky tu 29/08/2025 den 29/08/2026. Hien tai Quy khach co 6.630 diem xet hang va 98 diem tieu dung. De biet chi tiet, vui long truy cap https://vietteltelecom.vn/vtplus hoac LH 198 (0d). Tran trong."
"Đã nhận","28 thg 9, 2025 08:46:49","191","191","Viettel TB: Gói ST7K gia hạn không thành công. Để biết các ưu đãi khác, truy cập https://viettel.vn/goidata hoặc bấm gọi *098#. Chi tiết LH 198 (0đ). Trân trọng."
"Đã nhận","27 thg 9, 2025 17:19:37","191","191","Quý khách đã đăng ký thành công gói ST7K: 7.000đ/ngày có 1GB sử dụng đến 23:59:59 ngày 27/09/2025. Truy cập https://viettel.vn/kttk để kiểm tra ưu đãi. Gói cước gia hạn theo ngày. Để hủy gia hạn, soạn HUY ST7K gửi 191. Chi tiết LH 198 (0đ). Trân trọng."
"Đã nhận","27 thg 9, 2025 17:19:18","9778","9778","Tai khoan cua Quy khach sap het, soan UT hoac Y gui 9778 (trong vong 48h) de duoc cong 15.000d, su dung trong 48 gio tu DV Fast Airtime. Tai khoan cong se duoc tru khi Quy khach nap the. Tai khoan cong chua su dung het se bi huy khi het thoi gian su dung (Tai khoan cong chi su dung goi, nhan tin noi mang va ngoai mang). Tu choi nhan tin nhan, soan TC gui 9778. Chi tiet LH 18008098 (mien phi)."
"Đã nhận","27 thg 9, 2025 17:19:15","211","211","Tai khoan cua Quy khach sap het. Soan:
1 gui 211 de cong 60 phut noi mang (794d/p), su dung trong 15 ngay
2 gui 211 de cong 48 phut ngoai mang (1.369d/p), su dung trong 15 ngay
3 gui 211 de cong 100 tin nhan noi mang (230d/tin), su dung trong 15 ngay
4 gui 211 de cong 20 tin nhan ngoai mang (313d/tin), su dung trong 7 ngay
5 gui 211 de cong 3.072 MB data voi gia 23.400d, su dung trong 7 ngay
Chi tiet LH 18008098 (mien phi)."
"Đã nhận","27 thg 9, 2025 17:19:07","9118","9118","Tai khoan cua Quy khach sap het. Soan UT hoac Y gui 9118 de xac nhan cong 25000d vao tai khoan (cuoc DV 3750d). De cong muc thap hon, soan UTx gui 9118 (x la boi so cua 5) hoac bam 1588sodienthoai de yeu cau nguoi nghe la thue bao Viettel tra phi cuoc goi. Chi tiet soan HD gui 9118 hoac LH 18008098 (0d). Xin cam on."
"Đã nhận","27 thg 9, 2025 17:17:53","195","195","Tin nhan khong hop le. Quy khach vui long goi 198 (mien phi) de duoc ho tro. Tran trong."
"Đã gửi","27 thg 9, 2025 17:17:48","195","","ST7K"
"Đã nhận","27 thg 9, 2025 17:16:34","191","191","Quy khach da dung het luu luong data cua CT Viettel++ va tiep tuc truy cap theo goi Mobile Internet dang su dung (neu co). Chi tiet LH 198 (0d). Tran trong."
"Đã nhận","27 thg 9, 2025 16:44:02","VIETTELPLUS","VIETTELPLUS","Doi thanh cong 400 diem tieu dung Viettel++ thanh 40 MB Data. Han su dung truoc 27/10/2025. Tong diem tieu dung con lai trong tai khoan Viettel++ cua Quy khach la 98 diem. De kiem tra lich su doi diem va lua chon uu dai hap dan khac, vui long truy cap https://vietteltelecom.vn/vtplus. Tran trong."
"Đã nhận","27 thg 9, 2025 16:43:19","VIETTELPLUS","VIETTELPLUS","Quy khach la hoi vien Tiem nang chuong trinh Viettel++ chu ky tu 29/08/2025 den 29/08/2026. Hien tai Quy khach co 6.630 diem xet hang va 498 diem tieu dung. De biet chi tiet, vui long truy cap https://vietteltelecom.vn/vtplus hoac LH 198 (0d). Tran trong."
"Đã nhận","27 thg 9, 2025 10:08:01","9598","9598","Moi Quy khach soan tin de tham gia DV Data Plus:
1 gui 9598 de cong 500MB (cuoc 6000d, su dung trong 24h)
2 gui 9598 de cong 1024MB (cuoc 9144d, su dung trong 24h)
. Tin nhan co hieu luc trong 24h. Chi tiet LH 18008098 (mien phi)."
"Đã nhận","27 thg 9, 2025 09:52:27","191","191","Quy khach da dung het luu luong data cua CT Viettel++ va tiep tuc truy cap theo goi Mobile Internet dang su dung (neu co). Chi tiet LH 198 (0d). Tran trong."
"Đã nhận","26 thg 9, 2025 20:45:14","Google","Google","G-350601 là mã xác minh Google của bạn. Đừng chia sẻ với bất kỳ ai."
"Đã nhận","26 thg 9, 2025 20:31:29","Google","Google","G-020794 là mã xác minh Google của bạn. Đừng chia sẻ với bất kỳ ai."
"Đã nhận","26 thg 9, 2025 17:00:35","262","262","[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co cuoc goi nho tu TB 0363540706 vao luc 16:55 26/09/2025."
"Đã nhận","24 thg 9, 2025 17:38:51","NAPTHE_VT","NAPTHE_VT","[TB] NẠP THẺ ĐỦ ĐẦY - DATA XÀI NGAY!
Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 25/09/2025. Tiền KM sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/naptienkm . Chi tiết gọi 198 bấm phím 1 (0đ). Trân trọng."
"Đã nhận","23 thg 9, 2025 17:37:56","MYVIETTELDV","MYVIETTELDV","[QC] Gói 5G10MTT: Chỉ 10.000đ có 6GB data và 2GB truy cập TikTok, ưu đãi sử dụng đến 24h ngày đăng ký. Gói cước không gia hạn. Mua gói ngay tại https://myviettel.go.link/3fJae. Chi tiết LH 198 (0đ). Từ chối QC, soạn TC3 gửi 199."
"Đã nhận","23 thg 9, 2025 16:01:48","262","262","[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co cuoc goi nho tu TB 0363540706 vao luc 15:56 23/09/2025."
"Đã nhận","23 thg 9, 2025 16:00:03","VIETTEL_QC","VIETTEL_QC","[QC] Mua sắm tại Viettel Store - số 245 Nguyễn Thị Định, Phường Bình Trưng, TP. Hồ Chí Minh với ưu đãi khủng: Siêu phẩm iPhone 17 chỉ từ 24.990.000đ; Đồng hồ định vị trẻ em giá chỉ từ 890.000đ và cơ hội trúng iPad; Combo SIM số đẹp kèm gói cước chỉ 180.000đ có 300GB/tháng. CT áp dụng đến 30/9/2025. Chi tiết tại https://tinyurl.com/47fdfp7f hoặc LH 18008123 (0đ). Từ chối QC, soạn TC3 gửi 199."
"Đã nhận","23 thg 9, 2025 15:56:08","262","262","[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co cuoc goi nho tu TB 0363540706 vao luc 15:50 23/09/2025. De nghe loi nhan thoai, vui long bam goi 106232 (mien phi)."
"Đã nhận","22 thg 9, 2025 15:15:44","UIT","UIT","Truong DH CNTT thong bao hoc HT2 mon He thong thong tin dia ly 3 chieu(IE402.Q11.1) vao thu 5 ngay 25/09/2025, Tiet 1,2,3, Phong B5.02. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Đã nhận","22 thg 9, 2025 15:15:30","UIT","UIT","Truong DH CNTT thong bao hoc HT2 mon He thong thong tin dia ly 3 chieu(IE402.Q11.1) vao thu 5 ngay 09/10/2025, Tiet 1,2,3, Phong B5.02. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Đã nhận","22 thg 9, 2025 15:15:06","UIT","UIT","Truong DH CNTT thong bao hoc HT2 mon He thong thong tin dia ly 3 chieu(IE402.Q11.1) vao thu 5 ngay 23/10/2025, Tiet 1,2,3, Phong B5.02. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Đã nhận","22 thg 9, 2025 07:37:58","VIETTELPLUS","VIETTELPLUS","Doi thanh cong 1.000 diem tieu dung Viettel++ thanh 100 MB Data. Han su dung truoc 22/10/2025. Tong diem tieu dung con lai trong tai khoan Viettel++ cua Quy khach la 498 diem. De kiem tra lich su doi diem va lua chon uu dai hap dan khac, vui long truy cap https://vietteltelecom.vn/vtplus. Tran trong."
"Đã nhận","18 thg 9, 2025 14:36:12","MYVIETTELDV","MYVIETTELDV","[QC] Gói 5G10MYT: Chỉ 10.000đ có 6GB data và 2GB truy cập YouTube, ưu đãi sử dụng đến 24h ngày đăng ký. Gói cước không gia hạn. Mua gói ngay tại https://myviettel.go.link/91ZnT. Chi tiết LH 198 (0đ). Từ chối QC, soạn TC3 gửi 199."
"Đã nhận","16 thg 9, 2025 20:15:37","VIETTEL_5G","VIETTEL_5G","[TB] GÓI 5G MỚI, ƯU ĐÃI CỰC HỜI!
1. Soạn ST7K gửi 191: 7K có 1GB
2. Soạn 5G10 gửi 191: 10K có 6GB
Ưu đãi sử dụng đến 24h ngày đăng ký. Các gói cước gia hạn theo ngày. Chi tiết LH 198 (0đ)."
"Đã nhận","16 thg 9, 2025 17:21:21","VIETTEL_KM","VIETTEL_KM","[TB] Trả sau giá hời - Data, gọi thả ga
Gói V120K - Giá 120K/tháng có:
- 1,5GB/ngày.
- 50p ngoại mạng, miễn phí 20p/cuộc nội mạng. 
Gói cước gia hạn theo tháng. CT áp dụng khi thuê bao của Quý khách chuyển sang trả sau qua ứng dụng My Viettel tại http://viettel.vn/chuyents. LH 198 (0đ)."
"Đã nhận","16 thg 9, 2025 15:12:35","MYVIETTELDV","MYVIETTELDV","[QC] Khám phá Hành trình số ngay hôm nay để chinh phục các thử thách của chương trình và săn hàng loạt voucher từ các thương hiệu Grab, Shopee, Golden Gate... Tham gia tại https://viettel.vn/Hanhtrinhso. Chi tiết LH 198 (0đ). Từ chối QC, soạn TC3 gửi 199."
"Đã nhận","15 thg 9, 2025 17:41:34","9598","9598","Moi Quy khach soan tin de tham gia DV Data Plus:
1 gui 9598 de cong 500MB (cuoc 6000d, su dung trong 24h)
2 gui 9598 de cong 1024MB (cuoc 9144d, su dung trong 24h)
. Tin nhan co hieu luc trong 24h. Chi tiet LH 18008098 (mien phi)."
"Đã nhận","15 thg 9, 2025 10:44:43","VIETTEL_4G","VIETTEL_4G","[TB] KHÔI PHỤC GÓI CƯỚC - NHẬN NGAY 500MB/NGÀY
Soạn SD90 gửi 191 để khôi phục lại gói (90K/30 ngày có 1,5GB/ngày) và nhận thêm 500MB/ngày (ưu đãi cộng trong 30 ngày).
CT áp dụng cho lần đăng ký đầu tiên từ thời điểm Quý khách nhận tin nhắn đến hết ngày 17/09. Chiết khấu 2,5% khi nạp thẻ tại https://viettel.vn/nt . LH 198 (0đ)."
"Đã nhận","15 thg 9, 2025 10:12:05","262","262","[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co loi nhan tu TB 0367763642 vao luc 10:06 15/09/2025. Voi noi dung: Alo ạ. Mà sao nó không được nó lại bắt về hả?. De nghe loi nhan thoai, vui long bam goi 106231 (mien phi)."
"Đã nhận","15 thg 9, 2025 08:46:53","CUCDUONGBO","CUCDUONGBO","Theo Nghi dinh 119/2024/ND-CP cua Chinh phu, de nghi chu phuong tien o to thuc hien thu tuc chuyen doi tai khoan thu phi sang tai khoan giao thong ket noi voi phuong tien thanh toan khong dung tien mat truoc ngay 01/10/2025. Chu phuong tien lien he voi ePass hoac Nha cung cap dich vu thu phi khac de duoc huong dan thuc hien, tranh gay gian doan dich vu. Neu da lien ket vui long bo qua. Truy cap https://giaothongso.viettelmoney.vn/nd119/ de biet them thong tin."
"Đã nhận","15 thg 9, 2025 08:29:18","155","155","Viettel thong bao: Quy khach da duoc lap hoa don so K25TVA2611398, ngay lap 14/09/2025, so tien 0 VND. Quy khach co the tra cuu hoa don dien tu tai http://www.vietteltelecom.vn/hdbh theo ma so bi mat 5HK2M9SZP5."
"Đã nhận","14 thg 9, 2025 19:16:17","NAPTHE_VT","NAPTHE_VT","[TB] NẠP THẺ ONLINE - DATA XÀI NGAY!
Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 15/09/2025. Tiền KM sử dụng TRUY CẬP INTERNET trong 15 ngày. CT áp dụng khi nạp thẻ online qua các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/pay/tt . Chi tiết gọi 198, bấm phím 2 (0đ). Trân trọng."
"Đã nhận","14 thg 9, 2025 09:56:39","1715","1715","[KHAO SAT] Quy khach co dong y voi y kien ""Nhan vien Cua hang Viettel da ho tro tich cuc de giup Quy khach giai quyet van de gap phai mot cach de dang"" theo thang diem tu 1 den 7 (1-3: Khong dong y; 4: Binh thuong; 5-7: Dong y) bang cach nhap so diem va phan hoi lai tin nhan nay (mien phi)."
"Đã nhận","14 thg 9, 2025 09:24:09","155","155","Quy khach vua thay doi thanh cong thong tin khach hang cua thue bao 395683317. Moi Quy khach truy cap https://vietteltelecom.vn/kttk de tra cuu thong tin  thue bao. Neu co thac mac hoac khieu nai, de nghi goi den so 198 (mien phi)."
"Đã nhận","14 thg 9, 2025 09:20:17","155","155","Ma xac nhan cho giao dich Mo bao mat thong tin thue bao cua Quy khach la: 441687. Vui long chi cung cap cho nhan vien Viettel dang thuc hien giao dich cua Quy khach. Hotline 198(0d). Tran trong!"
"Đã nhận","14 thg 9, 2025 08:31:36","191","191","Viettel TB: Goi 500MB30N da het thoi gian su dung. De lua chon cac goi Mobile Internet khac, vui long bam goi *098#. Chi tiet LH 198 (0d). Tran trong."
"Đã nhận","14 thg 9, 2025 07:23:58","191","191","Viettel TB: Gói SD90 đã kết thúc. Để biết các ưu đãi khác, truy cập https://viettel.vn/goidata hoặc bấm gọi *098#. Chi tiết LH 198 (0đ). Trân trọng."
"Đã nhận","13 thg 9, 2025 08:59:31","191","191","Viettel TB: Tu 0h ngay 14/09/2025, goi 500MB30N se het thoi gian su dung. De lua chon cac CTKM khac, bam goi *098#. Chi tiet LH 198 (0d). Tran trong."
"Đã nhận","13 thg 9, 2025 08:21:03","191","191","Viettel TB: Từ ngày 14/09/2025, gói SD90 sẽ kết thúc. Chi tiết LH 198 (0đ). Trân trọng."
"Đã nhận","11 thg 9, 2025 17:17:00","VIETTEL_5G","VIETTEL_5G","[TB] GÓI 5G MỚI, ƯU ĐÃI CỰC HỜI!
1. Soạn ST7K gửi 191: 7K có 1GB
2. Soạn 5G10 gửi 191: 10K có 6GB
Ưu đãi sử dụng đến 24h ngày đăng ký. Các gói cước gia hạn theo ngày. Chi tiết LH 198 (0đ)."
"Đã nhận","11 thg 9, 2025 14:25:39","VIETTELSME","VIETTELSME","[QC] Ký kết nhanh chóng, dễ dàng, chuẩn pháp lý với giải pháp Hợp đồng điện tử Viettel. Tặng 300 hợp đồng dùng trong 3 tháng cho doanh nghiệp đăng ký lần đầu. Chi tiết truy cập https://sme.viettel.vn/landing-page?alias=VCONTRACT hoặc LH 18008000 (0đ) để được tư vấn. Từ chối QC, soạn TC3 gửi 199."
"Đã nhận","11 thg 9, 2025 10:01:25","TV360_DV","TV360_DV","[QC] Từ 11-14/9, DP Golf: BMW PGA Championship - Nơi những tay Golf hàng đầu hội tụ.
Soạn DK1 gửi 1331 để đăng ký gói Standard (3.000đ/ngày) và xem ngay tại https://tv360.vn . DV gia hạn theo ngày. LH 18008119 (0đ). Từ chối QC, soạn TC4 gửi 199."
"Đã nhận","11 thg 9, 2025 09:26:07","191","191","Gói SD90 đã hủy gia hạn thành công. Để biết các ưu đãi khác, truy cập https://viettel.vn/goidata hoặc bấm gọi *098#. Chi tiết LH 198 (0đ). Trân trọng."
"Đã gửi","11 thg 9, 2025 09:25:56","191","","Y"
"Đã nhận","11 thg 9, 2025 09:25:45","191","191","Sau khi hủy gia hạn gói SD90, ưu đãi còn lại sẽ được sử dụng đến hết chu kỳ. Để xác nhận hủy, soạn Y gửi 191 trong 10 phút. Truy cập https://viettel.vn/kttk để kiểm tra ưu đãi. Chi tiết LH 198 (0đ). Trân trọng."
"Đã gửi","11 thg 9, 2025 09:25:32","191","","HUY"
"Đã nhận","11 thg 9, 2025 09:24:09","195","195","Tin nhan khong hop le. Quy khach vui long goi 198 (mien phi) de duoc ho tro. Tran trong."
"Đã gửi","11 thg 9, 2025 09:23:58","195","","HUY SD90"
"Đã nhận","11 thg 9, 2025 09:21:45","9118","9118","Quy khach khong con giao dich chua thanh toan tu DV Airtime qua dau so 9118. Chi tiet LH 18008098 (mien phi)."
"Đã gửi","11 thg 9, 2025 09:21:32","9118","","TC"
"Đã nhận","9 thg 9, 2025 19:31:45","VIETTEL_5G","VIETTEL_5G","[TB] GÓI 5G ƯU ĐÃI VƯỢT TRỘI!
Xác nhận đăng ký gói cước:
1. Soạn 5G135N gửi 191: Chỉ 135K/30 ngày có 6GB/ngày, xem TV360.
2. Soạn 5GMAX gửi 191: Chỉ 160K/30 ngày có 8GB/ngày (6GB dùng tại TP. Hồ Chí Minh + 2GB dùng trên toàn quốc), xem TV360, miễn phí gọi điện.
Chi tiết gói cước tại https://viettel.vn/5g135max .
CT dành riêng cho Quý khách. LH 198 (0đ)."
"Đã nhận","5 thg 9, 2025 11:10:00","VIETTELPLUS","VIETTELPLUS","Quy khach duoc cong them 452 diem Viettel++ boi giao dich Tieu dung vien thong thang 08/2025. Thoi han su dung diem den 30/09/2026. Hay truy cap https://vietteltelecom.vn/vtplus tren My Viettel hoac *098# de doi diem sang Data, SMS, Phut goi cung nhieu uu dai gia tri khac. Chi tiet LH 198. Tran trong."
"Đã nhận","1 thg 9, 2025 19:33:57","NAPTHE_VT","NAPTHE_VT","[TB] 2/9 - KẾT NỐI TRỌN NIỀM VUI. Tặng 29% giá trị tất cả thẻ nạp trong ngày 2/9 vào tài khoản viễn thông. Tiền KM sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/naptienkm . Chi tiết gọi 198 bấm phím 2 (0đ). Trân trọng."
"Đã nhận","1 thg 9, 2025 13:12:31","Google","Google","G-524058 is your Google verification code."
"Đã nhận","31 thg 8, 2025 18:58:14","MyViettel","MyViettel","Nhap ma OTP 5108 de xac thuc Dang ky/ Lay mat khau tren ung dung My Viettel. Ma OTP se het han sau 5p. Chi tiet LH 18008098 (0d) hoac truy cap https://viettel.vn/app. De dam bao an toan cho tai khoan cua Quy khach, vui long khong chia se ma xac thuc nay voi bat ky ai."
"Đã nhận","31 thg 8, 2025 17:50:58","MYVIETTELDV","MYVIETTELDV","[QC] TẶNG 10.000 ĐIỂM VIETTEL++ KHI ĐĂNG KÝ TÀI KHOẢN MY VIETTEL. CT áp dụng cho thuê bao di động tạo tài khoản lần đầu và đăng nhập ứng dụng My Viettel thành công tại https://myviettel.go.link/ikQMm. Điểm tặng sẽ được lưu trong ví voucher trên ứng dụng My Viettel. Chi tiết LH 198 (0đ). Từ chối QC, soạn TC3 gửi 199."
"Đã nhận","31 thg 8, 2025 14:50:17","VTMONEY_QC","VTMONEY_QC","[QC] Chào mừng kỷ niệm 80 năm Quốc Khánh 2/9. Quý khách liên kết Viettel Money với VNeID để nhận tiền an sinh xã hội từ Chính phủ (xem hướng dẫn tại https://viettelmoney.go.link/lienketVNeID ). Nếu đã thực hiện, vui lòng bỏ qua tin nhắn. Chi tiết LH 18009000 (0đ). Từ chối QC, soạn TC3 gửi 199."
"Đã nhận","30 thg 8, 2025 18:21:41","MYVIETTELDV","MYVIETTELDV","[QC] Combo Internet - Truyền hình Viettel gói NETVT1T_GIAITRI: TẶNG NGAY 1 tháng cước TB khi đăng ký mới và đóng trước cước 12 tháng, tốc độ đường truyền 300Mbps, khám phá hơn 100 kênh Truyền hình (VTV, SCTV, THVL, HTV...). Cước TB chỉ từ 200.000đ/tháng. Phí hòa mạng 300.000đ, trang bị miễn phí modem wifi6. Đăng ký ngay tại https://myviettel.go.link/4Sdpa . Chi tiết LH 18008168 (0đ). Từ chối QC, soạn TC3 gửi 199."
"Đã nhận","29 thg 8, 2025 23:21:35","DISCORD","DISCORD","Mã bảo mật Discord của bạn là: 247179 

tzD9jY28Wrn"
"Đã nhận","29 thg 8, 2025 23:16:16","VTMONEY","VTMONEY","VTMONEY: Nhap ma xac thuc OTP 9741 de dang nhap SDT 84395683317"
"Đã nhận","29 thg 8, 2025 15:46:39","Google","Google","G-072018 là mã xác minh Google của bạn. Đừng chia sẻ với bất kỳ ai."
